"","Wood","Oven","Phase","IO_02L_Avg","UO_02_Avg","AO_02_Avg","IO_04R_Avg","FB_01_Avg","IO_01T_Avg","SA_01_Avg","P_01_Avg","AO_01_Avg","Roofline","Chimney","NO","SO2","CO","CO2","O2","PM (mg/m3)"
"3558","M","NO","Medium",205.8,134.4,239.3,181.3,808,239.2,299.9,384.4,378.6,102.4,164.8,42.54384,36.26921,3742.547,3.445141,16.35527,1.55
"3559","M","NO","Medium",206,134.7,238.2,181.5,807,239.1,299.6,381.9,374.8,102.2,163.8,41.27174,37.00707,4031.861,3.414169,16.38705,1.76
"3560","M","NO","Medium",206.2,135,237,181.7,806,239,299.2,379.2,370.9,102,162.9,40.90786,37.2545,4041.344,3.410175,16.40145,1.56
"3561","M","NO","Medium",206.4,135.2,235.8,181.9,806,238.9,298.8,376.5,367.3,101.8,162,40.36401,37.8192,3947.508,3.38508,16.42433,1.7
"3562","M","NO","Medium",206.6,135.5,234.6,182,805,238.7,298.4,373.8,363.6,101.5,161.1,40.00018,37.81993,3911.811,3.355213,16.4612,1.56
"3563","M","NO","Medium",206.7,135.8,233.4,182.2,804,238.5,298,371.4,359.9,101.2,160.2,39.45655,38.312,3909.324,3.321164,16.50442,1.55
"3564","M","NO","Medium",206.9,136.1,232.2,182.3,803,238.3,297.6,369.2,356.7,100.9,159.5,39.09251,38.97803,3922.367,3.30602,16.53111,1.52
"3565","M","NO","Medium",207,136.4,231,182.5,802,238.1,297.2,366.9,354,100.7,158.8,38.72945,39.57241,3933.816,3.261649,16.57857,1.5
"3566","M","NO","Medium",207.2,136.7,229.8,182.6,802,237.9,296.7,365,351.6,100.4,158.2,38.3666,39.57318,4030.195,3.210758,16.62688,1.1
"3567","M","NO","Medium",207.3,136.9,228.7,182.7,801,237.7,296.3,363.2,349.5,100,157.6,38.18562,39.81892,4105.193,3.166756,16.67222,1.15
"3568","M","NO","Medium",207.4,137.2,227.6,182.8,799.8,237.4,295.9,361.2,347.5,99.7,157.1,37.6409,39.89174,4131.317,3.102618,16.75104,1.36
"3569","M","NO","Medium",207.5,137.5,226.6,182.9,799,237.2,295.4,359.1,346.1,99.4,156.5,36.36822,39.89251,4047.317,3.025014,16.84002,1.12
"3570","M","NO","Medium",207.6,137.7,225.9,183,798.7,236.9,294.9,357.2,346.4,99.1,156,35.64195,39.61921,3986.929,2.993435,16.8913,1.14
"3571","M","NO","Medium",207.7,138,225.2,183,798.6,236.6,294.4,355.4,346.8,98.7,155.5,34.915,39.54755,4106.008,2.95362,16.9269,0.953
"3572","M","NO","Medium",207.7,138.2,224.5,183.1,798.4,236.3,293.8,353.5,347,98.3,155,34.18924,39.37437,4289.474,2.935606,16.94851,0.824
"3573","M","NO","Medium",207.8,138.4,223.8,183.2,798.1,236,293.3,351.4,346.6,97.9,154.4,34.00698,39.05672,4357.279,2.91124,16.96631,0.916
"3574","M","NO","Medium",207.8,138.7,223.1,183.2,797.6,235.7,292.8,349,345.8,97.6,153.8,34.19019,39.23103,4326.488,2.917612,16.95868,0.877
"3575","M","NO","Medium",207.8,138.9,222.4,183.3,797.2,235.4,292.3,346.7,344.6,97.2,153.1,34.18979,39.37667,4264.211,2.913041,16.97012,0.669
"3576","M","NO","Medium",207.9,139.1,221.6,183.3,796.5,235.1,291.7,344.5,342.9,97,152.4,34.19108,39.13144,4233.71,2.889992,17.00191,1.61
"3577","M","NO","Medium",207.9,139.3,220.5,183.3,794.4,234.8,291.4,341,338.2,96.7,150.7,33.28136,39.55176,4236.11,2.857182,17.04132,1.06
"3578","M","NO","Medium",207.9,139.5,218.7,183.3,788,234.5,290.9,336.3,331.7,96.4,149.4,32.73627,39.37934,4273.431,2.820335,17.09089,0.811
"3579","M","NO","Medium",207.9,139.7,217.7,183.4,783,234.1,290.2,333.8,329.9,96,149.1,32.91725,39.87319,4435.103,2.77766,17.11803,0.694
"3580","M","NO","Medium",207.9,140,217,183.3,780.7,233.8,289.5,332.5,329.9,95.6,148.8,32.3721,39.69937,4348.167,2.749102,17.15954,0.629
"3581","M","NO","Medium",207.8,140.2,216.6,183.3,779.9,233.4,288.7,332.2,330.5,95.3,148.6,32.19102,39.4551,4206.306,2.724794,17.20066,0.534
"3582","M","NO","Medium",207.8,140.4,216.4,183.3,779.7,233,288,332.1,332,94.9,148.5,32.37284,39.52871,4122.459,2.700224,17.2388,0.41
"3583","M","NO","Medium",207.7,140.6,216.5,183.3,779.8,232.7,287.2,332.2,336.8,94.5,149,31.82772,39.35589,4094.777,2.656554,17.28075,0.472
"3584","M","NO","Medium",207.7,140.8,217.1,183.3,780.2,232.3,286.5,334.3,345.7,94.2,149.8,30.91778,38.93742,4064.506,2.609782,17.34559,0.524
"3585","M","NO","Medium",207.6,141,218,183.2,780.7,231.9,285.9,337.4,355,93.8,150.7,30.00966,38.51922,4051.958,2.560233,17.40578,0.644
"3586","M","NO","Medium",207.6,141.2,219.3,183.2,781.2,231.6,285.3,341.7,363.9,93.4,151.5,28.37277,38.76637,3885.454,2.301273,17.67276,1.35
"3587","M","NO","Medium",207.5,141.4,220.8,183.1,781.4,231.2,284.8,347.1,372.4,93,152.5,21.6444,38.83921,3194.867,2.068073,18.12917,2.79
"3588","M","NO","Medium",207.4,141.6,222.5,183.1,781.6,230.9,284.3,354.3,380.5,92.7,153.4,28.19157,39.04219,4245.016,2.470184,17.48715,5.11
"3589","M","NO","Medium",207.4,141.8,224.6,183,781.7,230.6,283.9,366.4,390.9,92.4,154.7,27.82828,39.39014,4568.512,2.527372,17.35875,3.93
"3590","M","NO","Medium",207.3,142,226.8,183,782,230.3,283.7,378.1,401,92,155.7,26.55532,39.31944,4685.685,2.533065,17.34139,1.13
"3591","M","NO","Medium",207.2,142.1,228.8,182.9,782.1,230,283.4,387.9,408.7,91.7,156.4,25.46461,40.15971,4656.003,2.545448,17.33249,3.25
"3592","M","NO","Medium",207.2,142.3,230.6,182.8,782.1,229.8,283.3,394.9,414.7,91.4,156.9,27.10135,40.1605,4306.218,2.681379,17.24604,5.24
"3593","M","NO","Medium",207.1,142.5,232.3,182.8,782.3,229.5,283.1,401,420.4,91.1,157.4,34.5577,38.51102,3515.149,2.92438,17.0477,6.54
"3594","M","NO","Medium",207,142.6,233.9,182.7,782.3,229.3,283,407.2,425.5,90.8,157.8,36.55836,38.16425,3265.602,3.033101,16.9193,6.64
"3595","M","NO","Medium",206.9,142.8,235.2,182.7,782.2,229.1,283,411.3,430.3,90.5,158.1,37.28525,38.0639,3184.427,3.133509,16.81123,12.2
"3596","M","NO","Medium",206.9,143,236.3,182.6,781.9,228.9,282.9,412,434.5,90.3,158.3,40.37719,37.57227,3078.025,3.286459,16.63705,14.3
"3597","M","NO","Medium",206.8,143.2,237.2,182.5,781.5,228.7,282.9,410.2,436.5,90,158.4,42.01268,37.50113,2919.938,3.39481,16.53958,12.3
"3598","M","NO","Medium",206.8,143.3,238,182.5,780.9,228.5,282.9,407.1,437.7,89.8,158.4,49.47066,37.32832,2550.545,3.712378,16.21156,10.2
"3599","M","NO","Medium",206.7,143.5,238.5,182.4,780.3,228.3,283,404.5,438.1,89.6,158.3,52.92543,36.69186,2375.027,3.804926,16.06281,10.6
"3600","M","NO","Medium",206.6,143.7,238.9,182.4,779.7,228.2,283,402.4,437.9,89.4,158.2,51.65451,37.18449,2352.309,3.752838,16.11493,10.1
"3601","M","NO","Medium",206.6,143.8,239.2,182.3,779.1,228,283.1,400.8,437.3,89.3,158,50.74388,36.91028,2347.318,3.69297,16.18105,10.5
"3602","M","NO","Medium",206.5,144,239.5,182.2,778.3,227.8,283.2,399.6,436.5,89.1,157.9,50.74388,36.5913,2318.657,3.689202,16.18699,8.05
"3603","M","NO","Medium",206.4,144.2,239.6,182.2,777.5,227.7,283.3,398.9,435.9,89,157.7,51.10685,36.52049,2300.106,3.686911,16.2052,6.28
"3604","M","NO","Medium",206.4,144.3,239.5,182.1,776.7,227.5,283.4,398.6,435.1,88.9,157.5,51.2888,36.37595,2303.466,3.668242,16.223,6.57
"3605","M","NO","Medium",206.3,144.5,239.3,182.1,775.8,227.4,283.5,398.9,433.4,88.8,157.4,50.56139,36.24668,2314.182,3.611207,16.29547,8
"3606","M","NO","Medium",206.2,144.6,239,182,774.8,227.3,283.5,398.5,430.7,88.6,157.1,49.28784,35.82765,2321.747,3.529428,16.41117,9.92
"3607","M","NO","Medium",206.1,144.8,238.5,182,773.7,227.1,283.6,398.8,426.9,88.5,156.6,47.65178,35.82926,2341.108,3.455607,16.49423,11.5
"3608","M","NO","Medium",206.1,144.9,237.8,181.9,772.7,227,283.6,399.5,422.3,88.4,156,46.56052,36.00217,2373.207,3.414119,16.54212,13.3
"3609","M","NO","Medium",206,145.1,236.9,181.8,771.6,226.8,283.6,399.9,417,88.3,155.3,46.19755,35.75752,2411.537,3.409067,16.55526,15.1
"3610","M","NO","Medium",205.9,145.2,235.8,181.8,770.3,226.7,283.5,399.1,411.3,88.2,154.5,45.83255,35.75822,2452.002,3.396499,16.56543,16.2
"3611","M","NO","Medium",205.8,145.4,234.5,181.7,768.8,226.5,283.4,396.9,405.3,88.1,153.6,45.47034,35.83101,2450.516,3.382114,16.58196,17.1
"3612","M","NO","Medium",205.8,145.5,233.2,181.7,767.5,226.4,283.3,393.6,399.6,88,152.8,45.46982,36.00518,2463.562,3.381102,16.58832,16.2
"3613","M","NO","Medium",205.7,145.6,231.9,181.6,766.3,226.2,283.2,389.8,393.9,87.9,152,45.10751,35.93344,2474.461,3.348779,16.62519,16.5
"3614","M","NO","Medium",205.6,145.7,229.7,181.5,769.3,226,283.2,383.2,383.4,87.8,150.1,44.56135,35.93379,2529.459,3.318639,16.6646,15.9
"3615","M","NO","Medium",205.5,145.8,227.5,181.5,773.3,225.8,283,376,375.2,87.8,149.6,43.83405,35.51509,2650.813,3.267435,16.71927,13.5
"3616","M","NO","Medium",205.4,145.9,226.3,181.4,774.6,225.6,282.7,373.3,373.9,87.7,149.5,42.56103,35.34322,2872.473,3.185886,16.78709,9.2
"3617","M","NO","Medium",205.3,146,225.3,181.3,773.9,225.4,282.4,372.8,373.9,87.5,149.3,40.74275,35.09801,3128.921,3.120371,16.84939,6.27
"3618","M","NO","Medium",205.2,146.1,224.5,181.3,772,225.2,282,373.3,374.1,87.4,149.3,39.28915,35.41706,3324.602,3.044324,16.91678,5.27
"3619","M","NO","Medium",205.1,146.2,223.7,181.2,769.4,224.9,281.7,375.2,375.2,87.2,149.6,37.83478,35.34494,3434.843,2.976051,17.00069,3.67
"3620","M","NO","Medium",205,146.3,222.9,181.1,766.5,224.7,281.3,378.5,377.9,87.1,150.3,35.83556,35.66495,3533.023,2.89562,17.09776,2.98
"3621","M","NO","Medium",204.9,146.4,222.2,181,763.6,224.5,281,384.8,380.6,87,151.1,34.3802,35.91162,3600.842,2.81508,17.18295,4.36
"3622","M","NO","Medium",204.8,146.5,221.5,180.9,760.7,224.3,280.7,394.1,383.1,86.8,151.8,33.47261,35.9848,3622.872,2.743238,17.26432,5.01
"3623","M","NO","Medium",204.6,146.6,220.8,180.9,757.8,224,280.4,402.3,384.5,86.7,152.3,29.28865,36.72321,2982.097,2.258989,17.84285,4.27
"3624","M","NO","Medium",204.5,146.7,220.2,180.8,754.1,223.8,280.1,409.3,385.3,86.6,151.7,27.65226,36.79738,1984.333,2.22489,18.10906,3.99
"3625","M","NO","Medium",204.4,146.8,219.4,180.7,749.3,223.6,279.6,416.5,385.8,86.5,150.9,35.29175,36.97131,2190.203,2.569083,17.60045,3.06
"3630","M","NO","Low",203.8,147.4,218.2,180.2,724.6,222.5,277.3,438.2,378.3,85.8,147.7,43.84334,37.20548,1923.509,3.191542,16.8901,2.48
"3631","M","NO","Low",203.7,147.5,219,180.1,720.3,222.3,276.8,443,379.5,85.7,147.8,48.20982,36.54042,1790.099,3.328103,16.74005,3.17
"3632","M","NO","Low",203.6,147.6,220.1,180,716.4,222.1,276.3,450,382.7,85.5,148.1,50.57397,35.87511,1807.687,3.384078,16.64341,2.7
"3633","M","NO","Low",203.5,147.6,221.5,179.9,712.7,221.8,275.9,457.9,388.6,85.4,148.7,50.93903,35.87547,1492.542,3.342935,16.71208,2.04
"3634","M","NO","Low",203.3,147.7,222.8,179.8,709.2,221.6,275.5,465.6,394.8,85.2,149.3,49.11819,35.21118,1131.822,3.182674,16.9096,1.34
"3635","M","NO","Low",203.2,147.8,224.1,179.6,706.5,221.4,275.2,469,401.5,85.1,149.8,46.20859,34.79206,970.2989,3.065518,17.06728,1.09
"3636","M","NO","Low",203.1,147.9,225.4,179.5,703.9,221.2,274.9,469.9,407.5,84.9,150.1,43.66011,34.79239,937.7963,2.977291,17.18172,1.27
"3637","M","NO","Low",203,147.9,226.4,179.4,701,221,274.5,470.7,409,84.8,149.9,43.47954,34.72026,977.2538,2.972672,17.19189,2.06
"3638","M","NO","Low",202.8,148,227.1,179.3,698,220.8,274.2,473.2,404.8,84.6,149.4,43.84362,34.47552,995.7016,2.975462,17.19233,3.1
"3639","M","NO","Low",202.7,148,227.5,179.2,695.1,220.7,273.8,475.4,398.6,84.5,149,44.39045,34.54746,995.2992,3.038573,17.13849,5.53
"3640","M","NO","Low",202.6,148.1,227.8,179.1,692.2,220.5,273.4,475.1,392.9,84.3,148.7,47.11969,34.37554,956.8932,3.156813,17.01049,6.44
"3641","M","NO","Low",202.4,148.2,228,179,689.5,220.3,273.1,473.3,387.7,84.2,148.3,51.12337,34.20241,930.1345,3.34338,16.8083,8.61
"3642","M","NO","Low",202.3,148.2,228,178.9,686.8,220.2,272.7,472.8,381.6,84,147.6,53.85367,33.56598,917.3075,3.497684,16.60739,11.4
"3643","M","NO","Low",202.2,148.3,227.9,178.8,684.2,220,272.4,473.6,375.2,83.9,146.8,56.58313,33.32043,904.6489,3.649737,16.41791,10.3
"3644","M","NO","Low",202.1,148.3,227.8,178.7,681.7,219.8,272.1,472,369.6,83.8,145.9,58.22248,33.56664,981.1589,3.712525,16.30856,3.91
"3645","M","NO","Low",201.9,148.3,227.8,178.7,679.3,219.6,271.8,470.5,364.4,83.7,145.1,58.94976,33.56729,1017.409,3.681506,16.31237,2.2
"3646","M","NO","Low",201.8,148.4,227.7,178.6,677,219.5,271.5,471.5,359.6,83.6,144.3,56.58633,33.64008,1055.953,3.526203,16.4904,1.96
"3647","M","NO","Low",201.7,148.4,227.5,178.5,674.7,219.3,271.2,476,355.3,83.5,143.5,53.85518,33.88633,1126.369,3.393805,16.65952,2.16
"3648","M","NO","Low",201.6,148.5,227.3,178.4,672.4,219.1,270.9,481.8,351.9,83.3,142.8,52.40133,34.37856,1202.656,3.339957,16.72819,4.41
"3649","M","NO","Low",201.4,148.5,226.7,178.3,670.1,218.9,270.7,477.3,348.2,83.2,141.9,52.58141,34.69738,1202.019,3.318354,16.75489,5.72
"3650","M","NO","Low",201.3,148.5,225.6,178.2,667.8,218.7,270.4,463.9,344,83.1,140.9,53.49203,34.38012,1198.201,3.32149,16.74515,7.34
"3651","M","NO","Low",201.2,148.5,224.2,178.1,665.5,218.5,270.1,449.6,339.7,83,139.9,53.12724,34.79995,1294.448,3.302198,16.74133,8.45
"3652","M","NO","Low",201,148.6,222.6,178,663.3,218.3,269.9,436.6,335.3,82.8,138.8,52.5823,34.79995,1329.098,3.235841,16.81509,12.1
"3653","M","NO","Low",200.9,148.6,220.9,177.9,661.1,218.1,269.5,424,331.3,82.7,137.8,51.30824,35.11882,1462.608,3.175646,16.87613,15.1
"3654","M","NO","Low",200.7,148.6,219.3,177.8,659.1,217.9,269.2,412.6,328.1,82.5,137,50.03344,35.43775,1572.271,3.147839,16.90283,10.4
"3655","M","NO","Low",200.6,148.6,217.9,177.7,657.1,217.6,268.8,403,325.7,82.4,136.4,47.84975,36.10386,1684.679,3.135004,16.90411,3.44
"3656","M","NO","Low",200.4,148.6,216.6,177.6,655.1,217.4,268.4,394.8,323.9,82.3,135.9,45.84734,37.4358,1852.021,3.141724,16.87104,0.78
"3657","M","NO","Low",200.3,148.6,215.2,177.5,653.1,217.1,268,386.9,321.8,82.2,135.3,44.57576,39.33395,1935.95,3.044755,16.9448,0.375
"3658","M","NO","Low",200.1,148.6,213.9,177.3,651,216.9,267.5,379.2,319.7,82,134.7,40.39013,39.65293,1940.239,2.697626,17.33138,0.174
"3659","M","NO","Low",199.9,148.6,212.5,177.2,649,216.6,267,372.4,317.7,81.9,134.2,34.9329,39.72594,1991.138,2.392638,17.71797,0.12
"3660","M","NO","Low",199.8,148.6,211.1,177.1,646.9,216.3,266.5,366.4,315.7,81.7,133.6,30.20158,39.62478,2067.037,2.226325,17.94305,0.074
"3661","M","NO","Low",199.6,148.6,209.9,177,644.9,216,266,361.1,313.6,81.5,133,27.29128,39.45102,2114.991,2.125676,18.07276,0.064
"3662","M","NO","Low",199.4,148.6,208.5,176.9,642.9,215.8,265.4,356.1,311.6,81.4,132.5,25.10716,39.69779,2182.091,2.063622,18.15541,0.065
"3663","M","NO","Low",199.2,148.6,207.2,176.7,640.9,215.5,264.8,351.1,309.5,81.2,131.9,25.10716,38.85854,2125.585,2.038745,18.20293,0.262
"3664","M","NO","Low",199,148.6,205.9,176.6,639,215.1,264.2,346.2,307,81,131.3,26.19833,38.22108,2002.762,2.049974,18.21183,0.485
"3665","M","NO","Low",198.9,148.6,204.5,176.5,637.1,214.8,263.5,341.1,304.2,80.8,130.6,27.83577,37.06239,1908.959,2.084635,18.18513,0.38
"3666","M","NO","Low",198.7,148.6,203.1,176.3,635.2,214.5,262.9,335.4,301.2,80.6,129.9,27.47237,36.46893,1838.787,2.052493,18.22074,0.227
"3667","M","NO","Low",198.5,148.5,201.5,176.2,633.2,214.2,262.2,329.6,298,80.4,129.2,26.19904,35.8034,1853.93,2.029722,18.26016,0.076
"3668","M","NO","Low",198.2,148.5,200,176,631.3,213.8,261.5,323.9,294.7,80.1,128.5,25.65348,35.55729,1885.289,2.016154,18.27033,0.064
"3669","M","NO","Low",198,148.5,198.5,175.9,629.4,213.5,260.8,318.9,291.7,79.91,127.8,24.74319,34.81908,1928.077,1.99876,18.2805,0.053
"3670","M","NO","Low",197.8,148.5,197,175.7,627.5,213.1,260,314.1,288.8,79.68,127.1,23.83413,34.57427,1970.446,1.966371,18.31403,0.055
"3671","M","NO","Low",197.6,148.5,195.5,175.6,625.7,212.8,259.3,309.8,286.2,79.45,126.6,23.46948,34.32859,2004,1.947386,18.34074,0.046
"3672","M","NO","Low",197.4,148.5,194.2,175.4,623.9,212.4,258.5,306.4,284.2,79.23,126.2,22.7421,34.32859,2011.044,1.914642,18.37508,0.05
"3673","M","NO","Low",197.2,148.4,193,175.3,622.1,212,257.7,303.8,282.6,79,125.7,22.01342,34.74847,2051.9,1.878072,18.41195,0.054
"3674","M","NO","Low",196.9,148.4,191.8,175.1,620.4,211.6,256.9,301.2,281.1,78.75,125.2,21.10413,35.34165,2043.205,1.849381,18.45392,0.054
"3675","M","NO","Low",196.7,148.4,190.6,175,618.6,211.2,256.1,298.1,279.3,78.5,124.7,20.55802,35.41453,2046.185,1.807657,18.50098,0.059
"3676","M","NO","Low",196.4,148.4,189.4,174.8,616.9,210.8,255.3,294.4,277,78.25,124,19.64885,35.3144,2058.06,1.777022,18.5396,0.054
"3677","M","NO","Low",196.2,148.3,188.1,174.6,615.2,210.4,254.5,290.6,274.5,78.02,123.4,18.92111,36.05223,2087.328,1.745304,18.57601,0.059
"3678","M","NO","Low",196,148.3,186.9,174.4,613.5,210,253.6,286.9,272,77.79,122.8,18.37531,36.22676,2116.219,1.722102,18.60573,0.115
"3679","M","NO","Low",195.7,148.2,185.6,174.3,611.9,209.6,252.8,283.3,269.5,77.56,122.2,18.19384,35.98004,2115.743,1.700779,18.62561,0.233
"3680","M","NO","Low",195.4,148.2,184.3,174.1,610.2,209.2,252,280,267.2,77.33,121.5,17.82996,36.22712,2136.052,1.695549,18.63244,0.182
"3681","M","NO","Low",195.2,148.1,183.1,173.9,608.6,208.8,251.1,276.8,264.8,77.11,120.9,18.01267,35.98095,2130.421,1.715137,18.62353,0.115
"3682","M","NO","Low",194.9,148.1,181.9,173.7,606.9,208.3,250.2,273.5,262.4,76.92,120.3,18.37619,36.22747,2142.618,1.733942,18.59683,0.079
"3683","M","NO","Low",194.7,148,180.9,173.5,605.2,207.9,249.4,270.7,260.7,76.71,119.9,18.1944,36.05386,2148.766,1.720042,18.60955,0.109
"3684","M","NO","Low",194.4,148,180,173.3,603.5,207.5,248.5,268.6,259.6,76.47,119.6,17.83003,35.3158,2136.897,1.687586,18.64643,0.103
"3685","M","NO","Low",194.1,147.9,179,173.1,601.9,207,247.6,266.8,258.5,76.23,119.2,17.10268,35.80841,2170.065,1.653573,18.68458,0.105
"3686","M","NO","Low",193.8,147.9,178.1,172.9,600.2,206.6,246.7,265.2,257.2,76,118.8,16.19269,37.28662,2234.347,1.610773,18.73211,0.099
"3687","M","NO","Low",193.6,147.8,177.2,172.7,598.5,206.1,245.8,263.3,255.8,75.79,118.3,15.64671,37.21345,2233.122,1.575628,18.76597,0.119
"3688","M","NO","Low",193.3,147.7,176.3,172.5,596.8,205.6,244.9,261.8,254.5,75.57,117.9,15.46449,36.96851,2239.709,1.567217,18.78298,0.091
"3689","M","NO","Low",193,147.7,175.4,172.3,595.1,205.2,244,260.5,253.6,75.35,117.6,15.28276,36.96851,2264.046,1.555127,18.79316,0.094
"3690","M","NO","Low",192.7,147.6,174.6,172.1,593.3,204.7,243.2,258.9,252.9,75.12,117.2,14.91925,37.04145,2300.827,1.550209,18.80333,0.121
"3691","M","NO","Low",192.4,147.5,173.8,171.9,591.4,204.3,242.3,257.1,252,74.88,116.9,14.73728,36.72205,2275.44,1.518659,18.8321,0.158
"3692","M","NO","Low",192.1,147.5,173,171.7,589.5,203.8,241.4,254.9,250.6,74.64,116.4,14.91971,36.30348,2260.704,1.526799,18.83131,0.112
"3693","M","NO","Low",191.8,147.4,172.1,171.4,587.5,203.3,240.5,252.2,248.9,74.39,115.8,15.4654,36.30291,2211.808,1.548573,18.82193,0.099
"3694","M","NO","Low",191.5,147.3,171.3,171.2,585.5,202.9,239.6,249.3,247.1,74.15,115.3,15.10223,36.05799,2198.828,1.542828,18.83131,0.083
"3695","M","NO","Low",191.2,147.2,170.4,171,583.5,202.4,238.7,246.9,245.2,73.91,114.7,15.10231,35.66703,2198.232,1.539024,18.83258,0.072
"3696","M","NO","Low",190.9,147.1,169.5,170.8,581.6,201.9,237.8,244.7,243.5,73.64,114.1,15.10293,35.66738,2197.523,1.536408,18.83258,0.069
"3697","M","NO","Low",190.6,147,168.7,170.5,579.6,201.4,237,242.6,241.8,73.35,113.6,14.92069,35.59517,2223.875,1.544482,18.82368,0.058
"3698","M","NO","Low",190.3,146.9,167.9,170.3,577.7,200.9,236.1,240.6,240.3,73.07,113.1,15.10299,35.42282,2244.942,1.534162,18.83688,0.062
"3699","M","NO","Low",190,146.8,167.1,170.1,575.8,200.5,235.2,238.7,238.9,72.79,112.6,14.921,35.10446,2240.464,1.51227,18.85977,0.189
"3700","M","NO","Low",189.7,146.7,166.4,169.8,573.9,200,234.3,237,237.5,72.54,112,14.5573,35.17736,2258.314,1.497057,18.8763,0.323
"3701","M","NO","Low",189.3,146.6,165.6,169.6,572,199.5,233.4,235.4,236.2,72.31,111.5,14.01126,35.42477,2248.458,1.469993,18.92003,0.395
"3702","M","NO","Low",189,146.5,164.9,169.4,570.1,199,232.6,234,235.1,72.07,111.1,13.28316,36.09151,2291.521,1.409091,18.96327,0.273
"3703","M","NO","Low",188.7,146.4,164.2,169.1,568.3,198.5,231.7,232.6,234,71.82,110.6,12.73747,37.25163,2344.422,1.381374,18.99301,0.192
"3704","M","NO","Low",188.4,146.3,163.5,168.9,566.6,198,230.8,231.2,232.9,71.57,110.2,12.19135,39.29627,2427.275,1.353636,19.01081,0.205
"3705","M","NO","Low",188,146.2,162.8,168.6,564.8,197.5,230,229.9,231.8,71.3,109.8,12.00968,40.28273,2490.378,1.332225,19.01209,0.166
"3706","M","NO","Low",187.7,146,162.1,168.4,563,197,229.1,228.7,230.7,71.06,109.5,11.8275,40.77628,2530.18,1.331088,19.01081,0.123
"3707","M","NO","Low",187.4,145.9,161.5,168.1,561.2,196.5,228.3,227.6,229.5,70.83,109.1,11.46405,42.3578,2622.9,1.31182,19.00827,0.102
"3708","M","NO","Low",187,145.8,160.8,167.9,559.4,196.1,227.4,226.4,228.5,70.59,108.8,11.46411,42.85208,2624.704,1.303062,19.02226,0.088
"3709","M","NO","Low",186.7,145.7,160.3,167.6,557.5,195.6,226.6,225.3,227.6,70.32,108.4,11.28269,42.03963,2594.042,1.285994,19.04516,0.073
"3710","M","NO","Low",186.4,145.5,159.7,167.3,555.7,195.1,225.7,224.4,226.6,70.04,108,11.10068,42.11169,2555.838,1.278153,19.06502,0.073
"3711","M","NO","Low",186,145.4,159,167.1,553.8,194.6,224.9,223.5,225.7,69.79,107.7,11.10093,41.79418,2539.225,1.264001,19.07441,0.071
"3712","M","NO","Low",185.7,145.3,158.4,166.8,552,194.1,224,222.6,224.9,69.56,107.3,10.91901,41.34547,2522.248,1.255299,19.08713,0.058
"3713","M","NO","Low",185.3,145.2,157.9,166.5,550.3,193.6,223.2,221.7,224.2,69.36,106.9,11.10124,40.50583,2512.969,1.255324,19.09398,0.053
"3714","M","NO","Low",185,145,157.4,166.3,549,193.1,222.3,220.9,223.5,69.14,106.6,11.10141,40.5052,2507.048,1.254385,19.09985,0.051
"3715","M","NO","Low",184.6,144.9,156.9,166,547.9,192.6,221.5,220.1,222.9,68.91,106.4,10.9194,39.76627,2490.168,1.240234,19.11384,0.047
"3716","M","NO","Low",184.3,144.7,156.5,165.7,546.8,192.1,220.7,219.3,222.2,68.65,106.1,11.10165,40.01385,2463.819,1.223371,19.13086,0.044
"3717","M","NO","Low",183.9,144.6,156.1,165.5,545.7,191.6,219.9,218.5,221.5,68.41,105.8,10.91954,39.76807,2454.279,1.220286,19.13849,0.041
"3718","M","NO","Low",183.6,144.5,155.7,165.2,544.5,191.1,219,218,220.9,68.2,105.5,10.91991,39.27498,2442.696,1.210404,19.15503,0.04
"3719","M","NO","Low",183.2,144.3,155.3,164.9,543.3,190.6,218.2,217.2,220.2,67.98,105.1,10.73797,38.8835,2413.839,1.204315,19.17665,0.038
"3720","M","NO","Low",182.9,144.2,154.9,164.6,542.1,190.1,217.4,216.3,219.6,67.74,104.8,10.92033,38.88488,2398.856,1.193389,19.18732,0.119
"3721","M","NO","Low",182.5,144,154.4,164.3,540.9,189.7,216.6,215.6,218.9,67.5,104.5,10.73786,38.56646,2368.382,1.180479,19.20767,0.068
"3722","M","NO","Low",182.2,143.9,153.9,164.1,539.6,189.2,215.8,214.9,218.2,67.28,104.2,10.73785,37.9001,2386.515,1.193975,19.19495,0.06
"3723","M","NO","Low",181.8,143.7,153.4,163.8,538.2,188.7,215,214,217.4,67.07,103.9,12.1936,38.49493,2635.342,1.246359,19.07665,0.06
"3724","M","NO","Low",181.4,143.6,153,163.5,536.8,188.2,214.2,213.1,216.7,66.88,103.6,12.73978,38.98833,2686.781,1.246893,19.0563,0.068
"3725","M","NO","Low",181.1,143.4,152.5,163.2,535.5,187.7,213.4,212.3,216.1,66.7,103.3,12.55787,38.32284,2642.002,1.237613,19.0746,0.068
"3726","M","NO","Low",180.7,143.3,152,162.9,534.1,187.2,212.6,211.7,215.3,66.57,103,12.19356,38.07576,2608.64,1.228067,19.09955,0.076
"3727","M","NO","Low",180.3,143.1,151.6,162.6,532.7,186.7,211.8,211.1,214.6,66.41,102.7,12.19367,37.58323,2596.522,1.226521,19.10973,0.075
"3728","M","NO","Low",180,143,151.2,162.3,531.3,186.3,211,210.3,213.9,66.26,102.4,11.82958,37.75738,2556.347,1.214785,19.13771,0.076
